0.291213,-1.036386,0.043867,0.012108,-0.738153,0.062628,0.671611,-0.150584,-0.313511,0.085707,-0.166096,0.449885,-0.297121,-0.153817,0.356025,-0.028717,0.105289,0.450712,-0.165811,0.156789,-0.173517,0.285527,0.144565,-0.000876,0.096338,-0.156428,-0.294296,-0.33961
0.291218,-1.036419,0.043884,0.012239,-0.738163,0.062556,0.671604,-0.150376,-0.313441,0.085558,-0.166052,0.449722,-0.296991,-0.153769,0.356348,-0.028833,0.105415,0.450933,-0.165881,0.156876,-0.173414,0.285602,0.143561,-0.000788,0.095873,-0.156478,-0.294543,-0.339293
0.291223,-1.036447,0.043899,0.012379,-0.738177,0.062467,0.671594,-0.150094,-0.313398,0.085422,-0.166015,0.449555,-0.296869,-0.153709,0.356651,-0.028935,0.105522,0.451147,-0.165937,0.156982,-0.173272,0.285731,0.142505,-0.000709,0.095388,-0.156519,-0.294803,-0.338969
0.291228,-1.036472,0.043916,0.012532,-0.738195,0.06236,0.671582,-0.149737,-0.313384,0.085285,-0.165981,0.449387,-0.296746,-0.153636,0.356933,-0.029023,0.105612,0.451349,-0.165991,0.157097,-0.173088,0.285906,0.141396,-0.000638,0.094879,-0.156559,-0.295068,-0.338641
0.291233,-1.036493,0.043936,0.012692,-0.738212,0.062241,0.671571,-0.149312,-0.313393,0.08515,-0.165957,0.449221,-0.296629,-0.153547,0.357176,-0.029109,0.105701,0.451535,-0.16605,0.157222,-0.172873,0.286117,0.140254,-0.000575,0.094353,-0.156597,-0.295323,-0.338309
0.291237,-1.03651,0.043961,0.012857,-0.738228,0.062111,0.671563,-0.14882,-0.31342,0.085014,-0.165945,0.449064,-0.29652,-0.15344,0.357365,-0.029195,0.105801,0.451705,-0.166125,0.157362,-0.172644,0.286347,0.13911,-0.000517,0.093807,-0.156626,-0.295571,-0.337977
0.291242,-1.036524,0.043993,0.013024,-0.738237,0.061974,0.671562,-0.148233,-0.313466,0.084864,-0.165966,0.448919,-0.296425,-0.153288,0.357471,-0.029292,0.105908,0.451857,-0.16624,0.157543,-0.17241,0.286586,0.137972,-0.000465,0.093223,-0.15665,-0.295819,-0.337613
0.291248,-1.036535,0.044032,0.013188,-0.738237,0.061836,0.671572,-0.147604,-0.313524,0.084704,-0.166008,0.448803,-0.296336,-0.153088,0.357495,-0.029405,0.10601,0.451986,-0.16639,0.157768,-0.172183,0.286815,0.136938,-0.000419,0.092638,-0.156665,-0.29607,-0.337237
0.291252,-1.036549,0.044086,0.01335,-0.738227,0.061695,0.671592,-0.146937,-0.313544,0.084522,-0.166074,0.448716,-0.296342,-0.152962,0.357456,-0.029541,0.106108,0.452079,-0.166571,0.158034,-0.171969,0.287023,0.136034,-0.000377,0.092051,-0.15668,-0.296326,-0.336881
0.29126,-1.036566,0.044149,0.013503,-0.738206,0.061557,0.671625,-0.146255,-0.313551,0.084344,-0.166121,0.44866,-0.296348,-0.152944,0.357348,-0.029696,0.106195,0.452153,-0.166803,0.158343,-0.171772,0.287218,0.135274,-0.000339,0.091488,-0.156698,-0.296593,-0.336558
0.291271,-1.036583,0.044226,0.013648,-0.738171,0.061421,0.671673,-0.145576,-0.313485,0.084163,-0.166179,0.44864,-0.296416,-0.153112,0.357184,-0.029861,0.106275,0.452208,-0.167059,0.158695,-0.171588,0.287403,0.134636,-0.000305,0.090962,-0.15671,-0.296859,-0.336274
